id;jabatan;unsur;sub_unsur;kegiatan;bobot
984;Analis Pengembangan Kompetensi;Pengembangan kompetensi;Verifikasi rencana pengembangan kompetensi;verifikasi lembaga penyelenggara pengembangan kompetensi;1.490
985;Analis Pengembangan Kompetensi;Pengembangan kompetensi;Pengembangan program pengembangan kompetensi;Menyusun rencana implementasi program pengembangan kompetensi;0.970
986;Analis Pengembangan Kompetensi;Pengembangan kompetensi;Asistensi, konsultasi dan advokasi program pengembangan kompetensi;Melakukan asiastensi pengembangan kompetensi instansi;1.170
987;Analis Pengembangan Kompetensi;Pengembangan kompetensi;Asistensi, konsultasi dan advokasi program pengembangan kompetensi;Melakukan layanan perkonsultasian pengembangan kompetensi;0.360
988;Analis Pengembangan Kompetensi;Pemantauan dan evaluasi pengembangan kompetensi;Pemantauan program pengembangan kompetensi;Pemantauan pengembangan kompetensi pada tingkat unit kerja jabatan pimpinan tinggi pratama dalam 1 organisasi;0.340
989;Analis Pengembangan Kompetensi;Pemantauan dan evaluasi pengembangan kompetensi;Evaluasi dan analisis tingkat pencapaian pengembangan kompetensi;Menyusun instrumen pelaksanaan proses pengembangan kompetensi instansi;1.210
990;Pengolah data dan informasi;Pengelolaan data dan informasi;pengumpulan;Menyiapkan bahan/instrumen pelaksanaan pengumpulan data dan informasi sesuai dengan sasaran/responden;1.000
991;Pengolah data dan informasi;Pengelolaan data dan informasi;pengumpulan;"mengumpulkan data dan informasi dari unit kerja dan sumber lain;";1.000
992;Pengolah data dan informasi;Pengelolaan data dan informasi;pengumpulan;"Merekapitulasi data dan informasi sesuai dengan jenis data sebagai bahan informasi;";1.000
993;Pengolah data dan informasi;Pengelolaan data dan informasi;Pengolahan di bidang data dan informasi.;"Mengolah data dan informasi sesuai dengan klasifikasinya sebagai bahan analisis;";1.000
994;Pengolah data dan informasi;Pengelolaan data dan informasi;Pengolahan di bidang data dan informasi.;"Memverifikasi dan mengorfirmasi data dan informasi untuk keakuratan data;";1.000
995;Pengolah data dan informasi;Pengelolaan data dan informasi;Pengolahan di bidang data dan informasi.;"Melaporkan hasil pelaksanaan tugas kepada atasan sebahan bahan pertanggungjawaban; dan";1.000
996;Pengolah data dan informasi;Pengelolaan data dan informasi;Pengolahan di bidang data dan informasi.;Melaksanakan tugas kedinasan lain yang yang diberikan oleh atasan;1.000
997;Pengolah data dan informasi;Pengelolaan data dan informasi;pendokumentasian/ penginputan;"Menginput data dan informasi sesuai dengan format pengolahan data;";1.000
998;Pengolah data dan informasi;Pengelolaan data dan informasi;pendokumentasian/ penginputan;"Menyajikan data dan informasi sesuai dengan ketentuan dan perintah atasan;";1.000
999;Pengolah data dan informasi;Pengelolaan data dan informasi;pendokumentasian/ penginputan;"Menyimpan data dan informasi sesuai dengan prosedur agar mudah digunakan/ditemukan;";1.000
1000;Pengolah data dan informasi;Pengelolaan data dan informasi;pendokumentasian/ penginputan;"Melayani permintaan data di sesuai dengan ketentuan;";1.000
1001;Analis Kepegawaian;manajemen PNS;manajemen PNS;Menyiapkan bahan pembahasan rencana usul formasi;0.010
1002;Analis Kepegawaian;manajemen PNS;Formasi;Memeriksa usul formasi;0.003
1003;Analis Kepegawaian;manajemen PNS;Formasi;Menyiapkan surat/surat jawaban permasalahan usul formasi;0.002
1004;Analis Kepegawaian;Pengadaan;Formasi;Menyiapkan bahan rapat persiapan pengadaan pegawa;0.010
1005;Analis Kepegawaian;Pengadaan;Formasi;Menyiapkan naskah pengumuman penerimaan pegawai;0.010
1006;Analis Kepegawaian;Pengadaan;Formasi;Memeriksa kelengkapan berkas lamaran;0.005
1007;Analis Kepegawaian;Pengadaan;Formasi;Menyiapkan surat panggilan/penolakan untuk mengikuti ujian saringan;0.002
1008;Analis Kepegawaian;Pengadaan;Ujian saringan;Mengawasi pelaksanaan ujian saringan;0.008
1009;Analis Kepegawaian;Pengadaan;Ujian saringan;Menyiapkan pengumuman hasil ujian saringan;0.009
1010;Analis Kepegawaian;Pengadaan;Ujian saringan;Menerima dan memeriksa kelengkapan berkas peserta yang lulus ujian;0.005
1011;Analis Kepegawaian;Pengadaan;Ujian saringan;Membuat surat pemberitahuan permintaan kelengkapan berkas pengangkatan pegawai/usul yang tidak lengkap;0.006
1012;Analis Kepegawaian;Pengadaan;Ujian saringan;Menyiapkan usul permintaan Nomor Identitas Pegawai (NIP);0.006
1013;Analis Kepegawaian;Pengadaan;Ujian saringan;Memeriksa berkas nota usul permintaan NIP;0.005
1014;Analis Kepegawaian;Pengadaan;Ujian saringan;Mengendalikan formasi (kualifikasi pendidikan dan jabatan);0.020
1015;Analis Kepegawaian;Pengadaan;Ujian saringan;Menyiapkan naskah surat keputusan pengangkatan;0.005
1016;Analis Kepegawaian;Pengadaan;Ujian saringan;Menyiapkan surat perintah melaksanakan tugas;0.001
1017;Analis Kepegawaian;Pengadaan;Ujian saringan;Menyiapkan surat pemberitahuan mengikuti latihan prajabatan;0.001
1018;Analis Kepegawaian;Pengadaan;Ujian saringan;Menyiapkan surat permintaan pengujian kesehatan;0.002
1019;Analis Kepegawaian;Pengadaan;Ujian saringan;Memeriksa usul persetujuan teknis pengangkatan PNS bagi CPNS yang menjalani masa percobaan lebih dari 2 tahun;0.005
1020;Analis Kepegawaian;Pengadaan;Ujian saringan;Menyiapkan surat pemberitahuan tentang bahan tidak lengkap (BTL)/tidak memenuhi syarat (TMS);0.018
1021;Analis Kepegawaian;Pengadaan;Ujian saringan;Menyiapkan surat permohonan menjadi saksi/rohaniwan;0.002
1022;Analis Kepegawaian;Pengadaan;Ujian saringan;Menyiapkan Karpeg dan Karis/Karsu;0.006
1023;Analis Kepegawaian;Pengadaan;Ujian saringan;Menyiapkan surat keputusan penetapan Karpeg dan Karis/Karsu;0.002
1024;Analis Kepegawaian;Pengadaan;Ujian saringan;Menyiapkan surat berita acara penyerahan Karpeg dan Karis/Karsu;0.002
1025;Analis Kepegawaian;Pengadaan;Ujian saringan;Menyiapkan surat jawaban permasalahan Karpeg dan Karis/Karsu;0.002
1026;Analis Kepegawaian;Mutasi;Pangkat;Menyiapkan bahan berkas usulan kenaikan pangkat;0.006
1027;Analis Kepegawaian;Mutasi;Pangkat;Menyiapkan usul persetujuan/pertimbangan teknis kenaikan pangkat PNS;0.006
1028;Analis Kepegawaian;Mutasi;Pangkat;Memeriksa berkas usul kenaikan pangkat PNS;0.006
1029;Analis Kepegawaian;Mutasi;Pangkat;Menyiapkan surat pengantar pengembalian usul yang dinyatakan bahan tidak lengkap (BTL)/tidak memenuhi syarat (TMS);0.018
1030;Analis Kepegawaian;Mutasi;Pangkat;Mengendalikan listing persetujuan teknis kenaikan pangkat PNS;0.002
1031;Analis Kepegawaian;Mutasi;Pangkat;Menyiapkan naskah keputusan kenaikan pangkat;0.002
1032;Analis Kepegawaian;Mutasi;Pangkat;Menyiapkan surat pengantar pertimbangan teknis kenaikan pangkat PNS;0.002
1033;Analis Kepegawaian;Mutasi;Jabatan;Menyusun daftar jabatan (jabatan struktural dan fungsional) yang lowong;0.020
1034;Analis Kepegawaian;Mutasi;Jabatan;Menyiapkan data pegawai yang memenuhi syarat administrasi untuk diangkat dalam jabatan (jabatan struktural dan fungsional);0.018
1035;Analis Kepegawaian;Mutasi;Jabatan;Menyiapkan bahan-bahan untuk sidang Baperjakat;0.003
1036;Analis Kepegawaian;Mutasi;Jabatan;Menyiapkan surat permohonan menjadi saksi/rohaniwan;0.002
1037;Analis Kepegawaian;Mutasi;Jabatan;Menyiapkan SPMT/SPMJ/SPP/SPMMJ;0.006
1038;Analis Kepegawaian;Mutasi;Jabatan;Menyiapkan bahan penilaian dan penetapan angka kredit jabatan fungsional;0.020
1039;Analis Kepegawaian;Mutasi;Jabatan;Menyiapkan naskah pemberitahuan/peringatan kepada pejabat fungsional;0.006
1040;Analis Kepegawaian;Mutasi;Perpindahan PNS;Memeriksa permohonan perpindahan pegawai;0.006
1041;Analis Kepegawaian;Mutasi;Perpindahan PNS;Menyiapkan usul perpindahan pegawai;0.002
1042;Analis Kepegawaian;Mutasi;Perpindahan PNS;Memeriksa naskah keputusan perpindahan pegawai;0.002
1043;Analis Kepegawaian;Mutasi Lain-lain;Mutasi Keluarga;Mengesahkan/mencatat mutasi keluarga;0.002
1044;Analis Kepegawaian;Mutasi Lain-lain;Mutasi Keluarga;Pengelolaan data mutasi keluarga;0.006
1045;Analis Kepegawaian;Mutasi Lain-lain;Daftar Urut Kepangkatan (DUK);Mengumpulkan dan memeriksa data kepegawaian;0.025
1046;Analis Kepegawaian;Mutasi Lain-lain;Daftar Urut Kepangkatan (DUK);Menyusun DUK;0.018
1047;Analis Kepegawaian;Mutasi Lain-lain;Daftar Urut Kepangkatan (DUK);Menyempurnakan DUK atas keberatan;0.002
1048;Analis Kepegawaian;Mutasi Lain-lain;Daftar Urut Kepangkatan (DUK);Menyiapkan usul peninjauan masa kerja;0.006
1049;Analis Kepegawaian;Mutasi Lain-lain;Daftar Urut Kepangkatan (DUK);Memeriksa usul peninjauan masa kerja;0.005
1050;Analis Kepegawaian;Mutasi Lain-lain;Daftar Urut Kepangkatan (DUK);Memeriksa dan menandatangani nota usul peninjauan masa kerja;0.006
1051;Analis Kepegawaian;Mutasi Lain-lain;Daftar Urut Kepangkatan (DUK);Menyiapkan Surat Keputusan peninjauan masa kerja;0.002
1052;Analis Kepegawaian;Mutasi Lain-lain;Daftar Urut Kepangkatan (DUK);Mengelola DP3;0.005
1053;Analis Kepegawaian;Mutasi Lain-lain;Daftar Urut Kepangkatan (DUK);Menyiapkan bahan untuk penetapan status dan kedudukan hukum;0.001
1054;Analis Kepegawaian;Mutasi Lain-lain;Daftar Urut Kepangkatan (DUK);Menyiapkan surat pengantar penetapan status dan kedudukan hukum;0.002
1055;Analis Kepegawaian;Mutasi Lain-lain;Diklat;Menyiapkan surat penawaran/pemberitahuan pelaksanaan diklat;0.002
1056;Analis Kepegawaian;Mutasi Lain-lain;Diklat;Menyiapkan data peserta diklat;0.005
1057;Analis Kepegawaian;Mutasi Lain-lain;Diklat;Menyiapkan surat panggilan mengikuti diklat;0.002
1058;Analis Kepegawaian;Gaji, Tunjangan dan Kesejahteraan;Penggajian;Menyusun daftar pegawai yang akan memperoleh Kenaikan Gaji Berkala (KGB);0.025
1059;Analis Kepegawaian;Gaji, Tunjangan dan Kesejahteraan;Penggajian;Menyiapkan surat keputusan penundaan Kenaikan Gaji Berkala (KGB);0.005
1060;Analis Kepegawaian;Gaji, Tunjangan dan Kesejahteraan;Penggajian;Menyiapkan surat keputusan penyesuaian gaji pokok;0.002
1061;Analis Kepegawaian;Gaji, Tunjangan dan Kesejahteraan;Tunjangan;Menyiapkan surat usulan untuk memperoleh tunjangan;0.012
1062;Analis Kepegawaian;Gaji, Tunjangan dan Kesejahteraan;Tunjangan;Menyiapkan surat keputusan pemberian tunjangan;0.012
1063;Analis Kepegawaian;Gaji, Tunjangan dan Kesejahteraan;Upaya Kesejahteraan;Mendata PNS yang belum memiliki Kartu Pegawai/ Taspen/Askes;0.001
1064;Analis Kepegawaian;Gaji, Tunjangan dan Kesejahteraan;Upaya Kesejahteraan;Menyiapkan surat pemberitahuan pelaksanaan cuti;0.002
1065;Analis Kepegawaian;Gaji, Tunjangan dan Kesejahteraan;Penghargaan;Mendata pegawai yang akan menerima penghargaan/tanda jasa;0.001
1066;Analis Kepegawaian;Gaji, Tunjangan dan Kesejahteraan;Penghargaan;Menyusun daftar pegawai yang akan menerima penghargaan/tanda jasa;0.025
1067;Analis Kepegawaian;Gaji, Tunjangan dan Kesejahteraan;Penghargaan;Menyiapkan bahan-bahan sidang Baperjakat/TPP;0.020
1068;Analis Kepegawaian;Gaji, Tunjangan dan Kesejahteraan;Penghargaan;Menyiapkan laporan hasil sidang Baperjakat/TPP;0.003
1069;Analis Kepegawaian;Gaji, Tunjangan dan Kesejahteraan;Penghargaan;Menyiapkan usul pemberian penghargaan/tanda jasa;0.005
1070;Analis Kepegawaian;Gaji, Tunjangan dan Kesejahteraan;Penghargaan;Menyiapkan Surat Keputusan pemberian penghargaan/tanda jasa;0.002
1071;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Dokumen Kepegawaian;Memeriksa dan meneliti keabsahan dokumen kepegawaian;0.005
1072;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Dokumen Kepegawaian;Penyandian data mutasi kepegawaian ke dalam formulir/coding;0.001
1073;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Dokumen Kepegawaian;Entry data kepegawaian ke dalam media komputer;0.002
1074;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Dokumen Kepegawaian;Scanning dokumen kepegawaian ke dalam media komputer;0.001
1075;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Dokumen Kepegawaian;Mencatat dokumen ke dalam buku pengendalian;0.001
1076;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Dokumen Kepegawaian;Menyusun, memelihara dan merasionalisasikan tata naskah;0.006
1077;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Dokumen Kepegawaian;Mengelola dokumen ke dalam Tata Naskah;0.001
1078;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Dokumen Kepegawaian;Mencocokan daftar nominatif dengan Takah (Tata Naskah);0.002
1079;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Dokumen Kepegawaian;Menyiapkan surat pemberitahuan tentang takah tidak berkembang;0.002
1080;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Informasi Data Kepegawaian;Menerbitkan daftar informasi kepegawaian secara periodik;0.025
1081;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Informasi Data Kepegawaian;Menyajikan informasi data kepegawaian;0.002
1082;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Informasi Data Kepegawaian;Memelihara keakuratan, kelengkapan dan kekinian informasi kepegawaian;0.005
1083;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Informasi Data Kepegawaian;Menganalisis keabsahan data mutasi kepegawaian;0.002
1084;Analis Kepegawaian;Tata Usaha Kepegawaian;Pengelolaan Informasi Data Kepegawaian;Menyiapkan surat pemberitahuan permasalahan data kepegawaian;0.003
1085;Analis Kepegawaian;Disiplin dan Pengendalian Kepegawaian;Disiplin;Mengelola daftar hadir;0.003
1086;Analis Kepegawaian;Disiplin dan Pengendalian Kepegawaian;Disiplin;Menyiapkan konsep surat panggilan/peringatan;0.003
1087;Analis Kepegawaian;Disiplin dan Pengendalian Kepegawaian;Disiplin;Memeriksa surat-surat pengaduan;0.003
1088;Analis Kepegawaian;Disiplin dan Pengendalian Kepegawaian;Disiplin;Menyiapkan referensi peraturan yang berkaitan dengan surat pengaduan;0.020
1089;Analis Kepegawaian;Disiplin dan Pengendalian Kepegawaian;Pengendalian Kepegawaian;Menerima dan memeriksa surat-surat pengaduan;0.005
1090;Analis Kepegawaian;Disiplin dan Pengendalian Kepegawaian;Pengendalian Kepegawaian;Memeriksa dan meneliti berkas bermasalah;0.005
1091;Analis Kepegawaian;Disiplin dan Pengendalian Kepegawaian;Pengendalian Kepegawaian;Menyiapkan surat jawaban permasalahan kepegawaian;0.003
1092;Analis Kepegawaian;Disiplin dan Pengendalian Kepegawaian;Pengendalian Kepegawaian;Menyiapkan naskah surat pencabutan keputusan pejabat pembina kepegawaian;0.003
1093;Analis Kepegawaian;Pemberhentian;Pemberhentian PNS dengan hak pensiun dan pensiun janda/dudanya;Mendata PNS yang akan mencapai batas usia pensiun (BUP);0.001
1094;Analis Kepegawaian;Pemberhentian;Pemberhentian PNS dengan hak pensiun dan pensiun janda/dudanya;Menyiapkan Data Perorangan Calon Penerima Pensiun (DPCP);0.018
1095;Analis Kepegawaian;Pemberhentian;Pemberhentian PNS dengan hak pensiun dan pensiun janda/dudanya;Menyiapkan kelengkapan usul pensiun/Kenaikan Pangkat Pengabdian (KPP);0.002
1096;Analis Kepegawaian;Pemberhentian;Pemberhentian PNS dengan hak pensiun dan pensiun janda/dudanya;Memeriksa usul pensiun/KPP janda dudanya;0.005
1097;Analis Kepegawaian;Pemberhentian;Pemberhentian PNS dengan hak pensiun dan pensiun janda/dudanya;Menyiapkan surat pemberitahuan bahan tidak lengkap (BTL)/TMS;0.003
1098;Analis Kepegawaian;Pemberhentian;Pemberhentian PNS dengan hak pensiun dan pensiun janda/dudanya;Menyiapkan konsep surat/menandatangani keputusan pensiun/KPP dan pensiun janda dudanya;0.005
1099;Analis Kepegawaian;Pemberhentian;Pensiun Pejabat Negara dan janda dudanya;Menyiapkan usul pensiun pejabat Negara dan janda dudanya;0.002
1100;Analis Kepegawaian;Pemberhentian;Pensiun Pejabat Negara dan janda dudanya;Menyiapkan konsep surat keputusan pensiun Pejabat Negara dan janda / dudanya;0.005
1101;Analis Kepegawaian;Pemberhentian;Pemberhentian lainnya;Menyiapkan data pegawai yang berhenti sebelum BUP;0.002
1102;Analis Kepegawaian;Pemberhentian;Pemberhentian lainnya;Memeriksa berkas usul pemberhentian pegawai;0.005
1103;Analis Kepegawaian;Pemberhentian;Pemberhentian lainnya;Membuat telaahan usul pemberhentian/pensiun pegawai;0.006
1104;Analis Kepegawaian;Pemberhentian;Pengelolaan takah pensiun;Mencatat dan memelihara data pensiun baru;0.002
1105;Analis Kepegawaian;Pemberhentian;Pengelolaan takah pensiun;Mencatat dan memelihara perubahan data mutasi pensiun;0.002
1106;Analis Sistem Informasi;Sistem Informasi;perancangan system;Mendefinisikan tujuan sistem;1.000
1107;Analis Sistem Informasi;Sistem Informasi;perancangan system;Membangun sebuah model konseptual;1.000
1108;Analis Sistem Informasi;Sistem Informasi;perancangan system;Menerapkan kendala-kendala organisasi;1.000
1109;Analis Sistem Informasi;Sistem Informasi;perancangan system;Mendefinisikan aktifitas pemrosesan data;1.000
1110;Analis Sistem Informasi;Sistem Informasi;perancangan system;Menyiapkan proposal sistem desain;1.000
1111;Analis Sistem Informasi;Sistem Informasi;kekurangan serta solusi terhadap system;Mengumpulkan informasi dari user;1.000
1112;Analis Sistem Informasi;Sistem Informasi;kekurangan serta solusi terhadap system;Mencatat informasi dari user;1.000
1113;Analis Sistem Informasi;Sistem Informasi;kekurangan serta solusi terhadap system;Membuat solusi penyelesaian dari kekurangan atau kelemahan;1.000
1114;Analis Sistem Informasi;Sistem Informasi;kekurangan serta solusi terhadap system;Mendokumentasikan informasi dan solusi dari kekurangan atau kelemahan;1.000
1115;Analis Sistem Informasi;Kedinasan;Melaksanakan tugas kedinasan lain sesuai dengan perintah atasan;Membaca disposisi atasan;1.000
1116;Analis Sistem Informasi;Kedinasan;Melaksanakan tugas kedinasan lain sesuai dengan perintah atasan;Menyiapkan tata laksana dan administrasi penugasan;1.000
1117;Analis Sistem Informasi;Kedinasan;Melaksanakan tugas kedinasan lain sesuai dengan perintah atasan;Melaksanakan tugas kedinasan;1.000
1118;Analis Sistem Informasi;Kedinasan;Melaksanakan tugas kedinasan lain sesuai dengan perintah atasan;Membuat laporan pelaksanaan tugas;1.000
1119;Analis Protokol;Analis Protokol;Analis Protokol;Mengumpulkan data dan informasi protokol;1.000
1120;Analis Protokol;Analis Protokol;Analis Protokol;Mengumpulkan dan mempelajari peraturan;1.000
1121;Analis Protokol;Analis Protokol;Analis Protokol;Memeriksa dan mengklasifikasikan bahan dan data;1.000
1122;Analis Protokol;Analis Protokol;Analis Protokol;Mengkaji dan menelaah bahan dan data;1.000
